,lat,long
0,37.5163931,127.0422835
1,37.4882978,127.0851508
2,37.492929600000004,127.0462683
3,37.5534484,127.1573794
4,37.5293107,127.12555320000001
5,37.5359971,127.135378
6,37.530634,127.1481606
7,37.6323588,127.0387953
8,37.5496464,126.8682874
9,37.5572629,126.8362668
10,37.4781549,126.95148470000001
11,37.485423100000006,126.9181119
12,37.4841536,126.9325692
13,37.538616999999995,127.082375
14,37.540206899999994,127.06508829999999
15,37.5403764,127.07182759999998
16,37.5001593,126.8892945
17,37.482555700000006,126.8897489
18,37.492052,126.88487009999999
19,37.499671500000005,126.86641589999999
20,37.4568644,126.8955105
21,37.4736651,126.902243
22,37.4556869,126.90058359999999
23,37.654358,127.056473
24,37.6364794,127.0699355
25,37.6485282,127.0631233
26,37.657993499999996,127.0389254
27,37.574524,127.03965
28,37.5941195,127.051852
29,37.5879909,127.06530659999999
30,37.575368100000006,127.031341
31,37.5843076,127.04972959999999
32,37.504550200000004,126.94100800000001
33,37.491310799999994,126.9088303
34,37.4934414,126.9239058
35,37.5663245,126.901491
36,37.578624,126.9362855
37,37.5623446,126.94082649999999
38,37.483569,127.032598
39,37.500944399999995,127.00511540000001
40,37.4557936,127.06892820000002
41,37.5670735,127.0332301
42,37.55965689999999,127.04413390000002
43,37.5484242,127.0656645
44,37.6026849,127.0395493
45,37.5870165,127.0263537
46,37.5145636,127.1059186
47,37.52657620000001,127.10793500000001
48,37.4963836,127.12350900000001
49,37.5175447,126.8658999
50,37.5120195,126.83315309999999
51,37.5362859,126.8862379
52,37.5284838,126.8636551
53,37.526436,126.896004
54,37.493726200000005,126.9086527
55,37.518325299999994,126.9367517
56,37.5120274,126.9225003
57,37.4938833,126.8992778
58,37.532527,126.99049
59,37.533803999999996,127.00425790000001
60,37.602784,126.92916399999999
61,37.604209999999995,126.9044499
62,37.594014,126.923851
63,37.6334945,126.9161912
64,37.6208615,126.9197006
65,37.5818283,126.96924609999999
66,37.5684083,126.96775
67,37.5673916,126.96698459999999
68,37.588058700000005,126.9828483
69,37.56511,126.98887090000001
70,37.564587,127.01511140000001
71,37.5610621,126.98454440000002
72,37.6063242,127.09258419999999
73,37.6132762,127.09783090000002
74,35.1803751,128.9569659
75,35.090570899999996,128.8533297
76,35.243068,129.0921
77,35.21456,129.104025
78,35.32140020000001,129.24354920000002
79,35.244498,129.22231200000002
80,35.1360898,129.0849465
81,35.1104571,129.109125
82,35.13100120000001,129.0501832
83,35.1292746,129.0453253
84,35.140867,129.05907720000002
85,35.2042463,129.08020159999998
86,35.2113953,129.0798493
87,35.145517299999995,129.02086090000003
88,35.146117600000004,129.0596963
89,35.157851,129.0498801
90,35.1698203,129.076514
91,35.1469602,129.0583786
92,35.2393031,129.0147663
93,35.2119276,129.0112115
94,35.2097132,129.0047235
95,35.152623999999996,128.99125
96,35.1505,129.0081663
97,35.0941624,128.9595517
98,36.9634824,127.0591861
99,35.12019,129.017425
100,35.0809636,129.0139595
101,35.112774,129.011113
102,35.150063200000005,129.1106162
103,35.16088,129.1131037
104,35.1624667,129.1135193
105,35.176241999999995,129.07976399999998
106,35.091198999999996,129.067875
107,35.0922416,129.0405236
108,35.0919442,129.04386599999998
109,35.106214,129.032352
110,35.1076838,129.0324148
111,35.16412879999999,129.1786555
112,35.1614208,129.1556545
113,35.173443,129.18201299999998
114,35.848107,128.58205
115,35.8436078,128.5679969
116,35.8539088,128.5915213
117,35.8530071,128.5740875
118,35.839628000000005,128.574456
119,35.829866700000004,128.5327375
120,35.853885600000005,128.4801315
121,35.8367614,128.5416682
122,35.8506394,128.54138319999998
123,35.833148,128.55418170000002
124,35.8526417,128.5449673
125,35.836849,128.55168799999998
126,35.6947968,128.4403148
127,35.8842611,128.6244071
128,35.8881092,128.6512428
129,35.9564207,128.5646727
130,35.8918522,128.5888919
131,35.9348896,128.549289
133,35.84495870000001,128.611932
134,35.877800799999996,128.58335559999998
136,37.73604829999999,126.48599159999999
137,37.5322162,126.73431740000001
138,37.5324735,126.7368717
139,37.53741470000001,126.7377757
140,37.447342,126.73148799999998
141,37.481703700000004,126.6458376
142,37.483064,126.62593670000001
143,37.461611,126.6430071
144,37.461099600000004,126.677424
145,37.462204,126.6807094
146,37.4848309,126.7248987
147,37.506871999999994,126.7199858
148,37.4767018,126.75363329999999
149,37.498847999999995,126.72426599999999
150,37.542416499999995,126.68361029999998
151,37.4891168,126.6797423
152,37.509774,126.669941
153,37.592493100000006,126.67102150000001
154,37.6027927,126.65433629999998
155,37.5444694,126.67389640000002
156,37.407958,126.6704928
157,37.41878320000001,126.6709805
158,37.4185425,126.68921999999999
159,37.446607,126.63676000000001
160,37.968009,124.7210341
161,37.471216999999996,126.6321078
162,37.477201799999996,126.6291055
164,37.493633,126.5309955
165,35.139524,126.79368799999999
166,35.221087,126.8453352
167,35.1979466,126.8331733
168,35.136665,126.911875
169,35.1330039,126.902402
170,35.145998999999996,126.92331200000001
171,35.202862700000004,126.89759550000001
172,35.173339,126.9121293
173,35.1325855,126.85567250000001
174,35.151969,126.890272
175,36.447161,127.42649250000001
176,36.4473943,127.4395922
177,36.3683976,127.42854879999999
178,36.312169,127.454884
179,36.3482369,127.4358
180,36.3671297,127.3810731
181,36.306642,127.34261299999999
182,36.3552891,127.3819903
183,36.3580842,127.33542949999999
184,36.3751715,127.3249507
185,36.308007,127.395071
186,36.3360669,127.4104139
187,36.323042,127.42016299999999
188,35.5462649,129.3231103
189,35.5528955,129.2688243
190,35.531544700000005,129.3051863
